Sentiment, Comment
0.0, " Brokeback Mountain sucked
0.0, i hate brokeback mountain..
0.0, I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!
0.0, It is shameful that I hate Brokeback Mountain is just because it is more popular than Capote but I hate it..
0.0, . Brokeback Mountain sucks
0.0, I HATED < / b > BROKEBACK MOUNTAIN < / b >
0.0, I absolutely hated Brokeback Mountain..
0.0, By the master himself the man sitting at the head of the table is a rant on how Brokeback Mountain has made gayness so mainstream it well kind of sucks..
0.0, Brokeback mountain SUCKED
0.0, BROKEBACK MOUNTAIN STINKS.
0.0, I think the Academy was too chicken to give the Best Picture to Brokeback Mountain and that sucks
0.0, i hate brokeback mountain..
0.0, I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!
0.0, I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion
0.0, Brokeback Mountain was stupid sort of but it had really good mountain scenes and the backdrop to the movie was good overall
0.0, I watched Brokeback Mountain and tried my best to hate the thing
0.0, I absolutely hated Brokeback Mountain..
0.0, Ah it was nothin I love Heather shes great and I hate Will Brokeback Mountain Stites
0.0, 10 Things I Hate About You + A Knight's Tale * Brokeback Mountain =.
0.0, Why do I hate Brokeback Mountain so much?.
0.0, okay so everyone else i went with seemed to hate brokeback mountain or at least josie and zach did and they were the loudest criticizers
0.0, DidnÃ¢ Â€ Â™ t see it but much like Brokeback Mountain donÃ¢ Â€ Â™ t need to see it to know it sucks ass
0.0, PS-Brokeback Mountain fucking sucked
0.0, I hate Nanny McPhee and Brokeback Mountain
0.0, Perhaps I should revise my opinion to " I hate Brokeback Mountain jokes unless they are carefully crafted and involve one of my pop-culture loves
0.0, I hate this Brokeback Mountain shit
0.0, Brokeback Mountain was the most awful movie I have ever seen
0.0, they were saying how awful Brokeback Mountain was
0.0, I hate this Brokeback Mountain shit
0.0, 00 we rode bikes to hollywood and rented brokeback mountain which was also stupid
0.0, The complaints I've seen about the " Vito-being-gay " plot twist with facile comparsions to Brokeback Mountain are so stupid
0.0, Brokeback mountain a movie about two gay cowboys overcoming adversity is the STUPIDEST and most OFFENSIVE film hollywood has concocted yet
0.0, then dinner with min and rosie and brokeback mountain which was an awful movie
0.0, Brokeback Mountain was such a stupid movie..
0.0, And for the record I thought Brokeback Mountain was a stupid movie which actually fit into the " Independant movies always have gay cowboys eating pudding " category
0.0, " Or that awful " Goth twist on Brokeback Mountain " the " Shattered-Spine Emo-Mound of cow shit
0.0, stupid brokeback mountain
0.0, stupid brokeback mountain.
0.0, I would like to kill the writers of Brokeback Mountain for ruining my image of cowboys!.
0.0, I thought Brokeback Mountain was an awful movie
0.0, stupid brokeback mountain YOU RUINED IT FOR ME
0.0, brokeback mountain was so stupid
0.0, Everyone knows Brokeback Mountain is going to win all because of the stupid gay cowboys
0.0, Brokeback Mountain was stupid..
0.0, take that stupid brokeback mountain...
0.0, " A couple of very liberal people I know thought Brokeback Mountain was " stupid exploitation
0.0, and stupid Brokeback Mountain was not showing the one night / time we try to go see it they had it rented out the theater for something else
0.0, BROKEBACK MOUNTAIN BOYY hahahahahaha I SUCK WEINERS!
0.0, Murderball-Immediately after Crash won the Oscar there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that " racism is bad
0.0, In her rant with generalized condemnation of the entire Hollywood industry the people who actually voted for " Brokeback Mountain " are targeted as part of the same stupid mob..
0.0, I thought Brokeback Mountain was an awful movie
0.0, I HATED the ending to brokeback mountain..
0.0, But I thought Brokeback Mountain was going to be a stupid movie.
0.0, You know Brokeback Mountain was a stupid movie because if it was about a guy and a girl no one would give a shit about it.
0.0, Murderball-Immediately after Crash won the Oscar there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that " racism is bad
0.0, I thought Brokeback Mountain was an awful movie
0.0, I'm glad that stupid Brokeback Mountain didn't win.
0.0, Watched'10 things I hate about you'and 2 / 3 of'brokeback mountain '
0.0, I hate the dance remix of Brokeback Mountain theme song
0.0, Again I hate those homophobic critics who dislike Brokeback Mountain
0.0, AND BROKEBACK MOUNTAIN WAS SO SAD AND SO BORING AND JACK DID N'T WANT TO HIDE BUT ONCE HE TRIED TO LIVE A REAL LIFE HE DIED
0.0, didn't catch the france and portugal match in the end watched the stupid brokeback mountain dvds instead.
0.0, besides that stupid Brokeback Mountain crap).
0.0, I would give you more Kudos on this blog but you had to go and talk about AWFUL brokeback mountain..
0.0, I think the movie " Brokeback Mountain " was stupid and overexagerated..
0.0, Brokeback Mountain and Requiem for a Dream both suck equally..
0.0, brokeback mountain is pretty depressing
0.0, Watch it: 10 Things I Hate About You The Patirot A Knights Tale The Four Feathers Casanova Lords of Dogtown Monsters Ball or Brokeback Mountain..
0.0, I just have to say that Brokeback Mountain while visually incredible and extremely well directed was a crappy movie
0.0, I did lapse once created a new account and left two stupid / short comments on the Brokeback Mountain board
0.0, becuase that stupid brokeback mountain movie
0.0, Brokeback Mountain was depressing
0.0, now I dont know whether I consider Brokeback Mountain to be the shittiest movie ive watched recently
0.0, I also disliked Brokeback Mountain
0.0, 1-BROKEBACK MOUNTAIN IS A STUPID MOVIE
0.0, which is probably why I disliked Brokeback Mountain..
0.0, Stupid brokeback mountain reference i did
0.0, I thought Brokeback Mountain was a terrible movie
0.0, And I still think " Brokeback Mountain " was a horrible movie
0.0, Just for the record Brokeback Mountain was a terrible movie
0.0, We watched Brokeback Mountain which was pretty horrible
0.0, Brokeback Mountain is so depressing.
0.0, I thought Brokeback Mountain was incredibly depressing..
0.0, Which answers why I dislike brokeback mountain..
0.0, I don't care what anyone says Brokeback Mountain was a shitty movie..
0.0, Because this kid wrote a letter to the school editor about how brokeback mountain is a horrible movie
0.0, Brokeback Mountain was just as depressing as the first time but I'm glad I went to see it again
0.0, Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months..
0.0, brokeback mountain is so depressing
0.0, So a few days ago there were these Asian Christian folk on the news talking about how Brokeback Mountain is evil and bad for families and should be boycotted..
0.0, After the festivities madre and I saw Brokeback Mountain which was great yet depressing all at once
0.0, Brokeback Mountain was incredibly depressing I liked it but it was quite depressing
0.0, BROKEBACK MOUNTAIN IS HORRIBLE
0.0, brokeback mountain was depressing...
0.0, " Brokeback Mountain " was depressing but it was really good
0.0, Brokeback Mountain is a really depressing movie..
0.0, but " Brokeback Mountain " really was a lousy movie...
0.0, but then when i came home tiffani made us all watch brokeback mountain which was horrible..
0.0, Brokeback Mountain is horrible
0.0, I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles
0.0, I don't want to hear from some backward ass mormon Brokeback Mountain is a terrible movie because the news
0.0, and danielle what the shit are you talking about brokeback mountain was TERRIBLE!!!!.
0.0, " Brokeback Mountain " was extremely depressing
0.0, " brokeback mountain was terrible
0.0, Mostly making fun of Brokeback Mountain which to be honest is a terrible film
0.0, The horrible lesson of Brokeback Mountain was that if you can't fix something you just have to live with it
0.0, Brokeback Mountain was depressing
0.0, brokeback mountain is a depressing movie
0.0, Stupid talk shows talking about " real life Brokeback Mountain stories
0.0, we watched horrible movies such as brokeback mountain and just my luck
0.0, I don't agree with homophobes but they have every right to say horrible things about Brokeback Mountain and how it's corrupting the world
0.0, brokeback mountain was a HORRIBLE movie..
0.0, we went to see brokeback mountain-which was kinda horrible lol..
0.0, brokeback mountain is so depressing
0.0, The Thursday movie was Brokeback Mountain which was actually really terrible
0.0, I heard Brokeback Mountain was terrible
0.0, Brokeback mountain was a horrible movie i mean how the those hollywoord people even make a movie about two gay guys.
0.0, . Brokeback Mountain is horrible.
0.0, Stupid talk shows talking about " real life Brokeback Mountain stories
0.0, From the reviews that I've read I hear that " Brokeback Mountain " is extremely depressing
0.0, We then saw Brokeback Mountain which is just depressing the second time around..
0.0, Even though Brokeback Mountain is one of the most depressing movies ever..
0.0, Brokeback Mountain is one hell of a depressing movie
0.0, can i also say that brokeback mountain is pretty much the most depressing movie i have ever seen.
